FamilyID	TaxonID	Count	Change	Pvalue
OG0000024	Rota	31	5	0.255182
OG0000024	47	25	11	0.00167783
OG0000024	48	25	0	0.792456
OG0000024	69	24	3	0.0939726
OG0000024	53	12	-1	0.70424
OG0000024	Mlig	8	-4	0.169239
OG0000024	Aric	27	2	0.552793
OG0000024	52	13	3	0.00362612
OG0000024	Mvul	48	14	0.00309076
OG0000024	70	24	0	0.787445
OG0000024	Myes	25	3	0.387454
OG0000024	Lluy	33	7	0.087372
OG0000024	71	20	-4	0.120227
OG0000024	Paus	22	3	0.378228
OG0000024	Eand	40	6	0.157178
OG0000024	Lana	25	6	0.0926336
OG0000024	Pesc	27	2	0.594607
OG0000024	58	21	3	0.00756932
OG0000024	59	23	2	0.096734
OG0000024	Llon	36	13	0.0033554
OG0000024	Ctel	32	5	0.223613
OG0000024	65	28	1	0.468128
OG0000024	60	25	2	0.139426
OG0000024	Smed	16	3	0.240843
OG0000024	Pcro	12	-1	0.785242
OG0000024	55	18	5	0.00021081
OG0000024	56	18	0	0.811025
OG0000024	Bner	6	-12	0.000155042
OG0000024	61	25	0	0.792456
OG0000024	57	19	1	0.27408
OG0000024	Dgyr	25	0	0.858218
OG0000024	64	27	1	0.373737
OG0000024	62	26	1	0.316587
OG0000024	63	26	0	0.92165
OG0000024	Lgig	34	6	0.128251
OG0000024	67	25	-3	0.272714
OG0000024	Pech	20	-6	0.144284
OG0000024	Hrob	22	-3	0.455696
OG0000024	66	34	6	0.0105584
OG0000024	68	22	-3	0.31235
OG0000024	Hmed	15	-7	0.14889
OG0000024	Cuni	25	-3	0.469385
OG0000024	Cgig	22	0	0.94718
OG0000024	Hman	21	-1	0.957168
OG0000024	Gaeg	30	3	0.431634
OG0000024	Bgla	26	0	0.947121
OG0000024	Gmag	27	0	0.951901
OG0000024	Mcal	15	-7	0.0583682
OG0000024	76	22	0	0.824342
OG0000024	Ppel	31	3	0.426835
OG0000024	75	22	-1	0.67841
OG0000024	72	24	0	0.829028
OG0000024	73	23	-1	0.647988
OG0000024	Mmer	20	-3	0.460038
OG0000024	Dpol	24	1	0.736904
OG0000024	Obim	19	-1	0.828276
OG0000024	Aful	26	-1	0.841762
OG0000024	Spha	11	-9	0.00604102
OG0000024	Mcor	31	4	0.307834
OG0000024	83	26	-1	0.736093
OG0000024	Acal	20	-6	0.135085
OG0000024	84	26	0	0.83269
OG0000024	74	23	0	0.896863
OG0000024	78	28	2	0.302728
OG0000024	Hhan	63	39	5.56E-12
OG0000024	79	26	0	0.789354
OG0000024	80	27	1	0.616204
OG0000024	Hrub	26	-1	0.85589
OG0000024	87	28	1	0.322985
OG0000024	82	27	1	0.558947
OG0000024	Echl	26	0	0.947522
OG0000024	85	26	0	0.81708
OG0000024	86	27	1	0.507925
OG0000024	Oida	39	11	0.00812293
OG0000027	Aste	28	3	0.418865
OG0000027	Dcar	28	3	0.422859
OG0000027	54	31	0	0.910289
OG0000027	50	26	1	0.469032
OG0000027	46	13	3	0.107192
OG0000027	Bcal	12	-1	0.792979
OG0000027	77	23	0	0.880679
OG0000027	Rsoc	25	-1	0.957182
OG0000027	51	26	0	0.789354
OG0000027	Rsor	29	3	0.481197
OG0000027	Rota	33	7	0.11706
OG0000027	47	25	12	0.000412997
OG0000027	48	25	0	0.792456
OG0000027	69	24	1	0.522686
OG0000027	53	31	12	4.65E-05
OG0000027	Mlig	65	34	8.72E-10
OG0000027	Aric	25	0	0.871226
OG0000027	52	19	9	1.91E-10
OG0000027	Mvul	70	26	6.90E-06
OG0000027	70	23	-1	0.465679
OG0000027	Myes	15	-5	0.186538
OG0000027	Lluy	26	0	0.949251
OG0000027	71	19	-4	0.11285
OG0000027	Paus	22	0	0.850041
OG0000027	Eand	53	9	0.0827097
OG0000027	Lana	26	4	0.285235
OG0000027	Pesc	47	21	4.18E-05
OG0000027	58	23	1	0.20984
OG0000027	59	24	1	0.242677
OG0000027	Llon	25	1	0.675253
OG0000027	Ctel	27	-2	0.695211
OG0000027	65	34	5	0.0128102
OG0000027	60	26	2	0.146882
OG0000027	Smed	36	5	0.223956
OG0000027	Pcro	24	-7	0.1192
OG0000027	55	22	3	0.0373294
OG0000027	56	22	0	0.832702
OG0000027	Bner	23	1	0.661888
OG0000027	61	26	0	0.797201
OG0000027	57	22	0	0.824342
OG0000027	Dgyr	12	-14	0.000348508
OG0000027	64	29	2	0.131669
OG0000027	62	27	1	0.325353
OG0000027	63	26	-1	0.773298
OG0000027	Lgig	20	-3	0.457449
OG0000027	67	32	-2	0.524747
OG0000027	Pech	25	-1	0.847966
OG0000027	Hrob	33	1	0.764748
OG0000027	66	44	10	0.00015718
OG0000027	68	30	-2	0.569118
OG0000027	Hmed	24	-6	0.293121
OG0000027	Cuni	26	-1	0.840384
OG0000027	Cgig	17	-3	0.44274
OG0000027	Hman	29	-1	0.963446
OG0000027	Gaeg	29	5	0.178632
OG0000027	Bgla	19	-3	0.426397
OG0000027	Gmag	21	-3	0.479911
OG0000027	Mcal	19	-2	0.636283
OG0000027	76	20	-1	0.526407
OG0000027	Ppel	29	6	0.0939101
OG0000027	75	21	-2	0.338591
OG0000027	72	23	0	0.824541
OG0000027	73	23	0	0.872133
OG0000027	Mmer	33	7	0.0907796
OG0000027	Dpol	33	7	0.0907796
OG0000027	Obim	17	-2	0.603853
OG0000027	Aful	19	-6	0.114955
OG0000027	Spha	13	-6	0.0675649
OG0000027	Mcor	18	-4	0.318285
OG0000027	83	22	0	0.899152
OG0000027	Acal	16	-6	0.104806
OG0000027	84	22	0	0.81481
OG0000027	74	26	3	0.10844
OG0000027	78	23	0	0.900662
OG0000027	Hhan	43	19	8.44E-05
OG0000027	79	23	0	0.773989
OG0000027	80	24	1	0.593323
OG0000027	Hrub	25	1	0.748274
OG0000027	87	27	2	0.0833878
OG0000027	82	22	-1	0.708795
OG0000027	Echl	20	-2	0.614933
OG0000027	85	22	0	0.797785
OG0000027	86	25	3	0.0742639
OG0000027	Oida	51	24	1.76E-07
OG0000028	Aste	13	3	0.261644
OG0000028	Dcar	7	-3	0.347294
OG0000028	54	19	1	0.460184
OG0000028	50	10	0	0.795568
OG0000028	46	9	-1	0.64513
OG0000028	Bcal	4	-5	0.0316861
OG0000028	77	17	-1	0.617354
OG0000028	Rsoc	10	0	0.79117
OG0000028	51	10	0	0.667107
OG0000028	Rsor	9	-1	0.929453
OG0000028	Rota	11	1	0.534481
OG0000028	47	10	1	0.598197
OG0000028	48	10	0	0.674851
OG0000028	69	19	0	0.885189
OG0000028	53	18	4	0.0776207
OG0000028	Mlig	21	3	0.329684
OG0000028	Aric	14	4	0.14382
OG0000028	52	14	4	0.000250517
OG0000028	Mvul	70	27	2.23E-06
OG0000028	70	18	-1	0.41135
OG0000028	Myes	17	-1	0.8247
OG0000028	Lluy	29	4	0.269145
OG0000028	71	15	-3	0.185315
OG0000028	Paus	15	-3	0.44354
OG0000028	Eand	56	13	0.0110152
OG0000028	Lana	35	17	7.87E-05
OG0000028	Pesc	29	4	0.314867
OG0000028	58	19	2	0.0585014
OG0000028	59	23	4	0.00128844
OG0000028	Llon	51	28	7.51E-08
OG0000028	Ctel	31	3	0.45902
OG0000028	65	31	3	0.0772419
OG0000028	60	25	2	0.139426
OG0000028	Smed	15	-4	0.265468
OG0000028	Pcro	32	13	0.00072943
OG0000028	55	17	3	0.0193994
OG0000028	56	17	0	0.804423
OG0000028	Bner	4	-13	2.00E-05
OG0000028	61	25	0	0.792456
OG0000028	57	18	1	0.262263
OG0000028	Dgyr	18	-7	0.110369
OG0000028	64	28	2	0.125496
OG0000028	62	26	1	0.316587
OG0000028	63	25	-1	0.768965
OG0000028	Lgig	15	-3	0.3999
OG0000028	67	26	-5	0.0508848
OG0000028	Pech	20	-5	0.217593
OG0000028	Hrob	21	-5	0.2081
OG0000028	66	43	12	8.23E-06
OG0000028	68	22	-4	0.179212
OG0000028	Hmed	16	-6	0.218451
OG0000028	Cuni	12	-3	0.32068
OG0000028	Cgig	19	1	0.712582
OG0000028	Hman	17	-5	0.362667
OG0000028	Gaeg	16	-2	0.602242
OG0000028	Bgla	9	-4	0.159436
OG0000028	Gmag	20	2	0.502927
OG0000028	Mcal	20	2	0.510693
OG0000028	76	18	0	0.801724
OG0000028	Ppel	23	5	0.110887
OG0000028	75	18	0	0.870911
OG0000028	72	18	0	0.796644
OG0000028	73	18	0	0.85225
OG0000028	Mmer	30	12	0.00153308
OG0000028	Dpol	11	-7	0.0298921
OG0000028	Obim	14	-1	0.801311
OG0000028	Aful	11	-3	0.307945
OG0000028	Spha	8	-7	0.0179768
OG0000028	Mcor	9	-5	0.114498
OG0000028	83	13	-1	0.633819
OG0000028	Acal	12	-1	0.7788
OG0000028	84	13	0	0.74969
OG0000028	74	18	0	0.881851
OG0000028	78	18	1	0.471382
OG0000028	Hhan	34	15	0.000457136
OG0000028	79	17	0	0.734556
OG0000028	80	18	1	0.532143
OG0000028	Hrub	19	1	0.71002
OG0000028	87	15	1	0.192687
OG0000028	82	14	-3	0.121957
OG0000028	Echl	14	1	0.637378
OG0000028	85	13	0	0.730367
OG0000028	86	14	1	0.348174
OG0000028	Oida	29	14	3.60E-05
OG0000033	Aste	31	0	0.884516
OG0000033	Dcar	22	-9	0.0948384
OG0000033	54	31	2	0.303343
OG0000033	50	31	0	0.894889
OG0000033	46	31	21	9.05E-14
OG0000033	Bcal	96	65	1.51E-22
OG0000033	77	32	2	0.259134
OG0000033	Rsoc	13	-18	6.85E-05
OG0000033	51	32	1	0.29075
OG0000033	Rsor	37	5	0.305754
OG0000033	Rota	46	14	0.0103432
OG0000033	47	31	0	0.955703
OG0000033	48	31	0	0.81752
OG0000033	69	35	-4	0.150453
OG0000033	53	29	5	0.0867586
OG0000033	Mlig	31	2	0.596477
OG0000033	Aric	42	11	0.0386133
OG0000033	52	24	14	5.17E-17
OG0000033	Mvul	71	17	0.00384157
OG0000033	70	30	-5	0.000577963
OG0000033	Myes	16	-7	0.0619589
OG0000033	Lluy	74	8	0.189302
OG0000033	71	13	-17	3.42E-10
OG0000033	Paus	34	-5	0.371767
OG0000033	Eand	52	-2	0.75307
OG0000033	Lana	58	19	0.000999498
OG0000033	Pesc	94	42	9.93E-09
OG0000033	58	39	3	0.0363343
OG0000033	59	45	6	0.00030328
OG0000033	Llon	67	22	0.00050913
OG0000033	Ctel	60	7	0.231976
OG0000033	65	50	-3	0.263847
OG0000033	60	52	7	0.00229318
OG0000033	Smed	25	-6	0.183485
OG0000033	Pcro	49	18	0.000240699
OG0000033	55	36	12	1.56E-09
OG0000033	56	38	2	0.18486
OG0000033	Bner	50	12	0.027118
OG0000033	61	53	1	0.422853
OG0000033	57	39	1	0.443452
OG0000033	Dgyr	48	-5	0.440179
OG0000033	64	53	-1	0.712662
OG0000033	62	54	1	0.488734
OG0000033	63	66	12	0.00207393
OG0000033	Lgig	27	-6	0.197016
OG0000033	67	39	-11	0.00118139
OG0000033	Pech	86	20	0.0023818
OG0000033	Hrob	44	5	0.256335
OG0000033	66	54	4	0.14483
OG0000033	68	23	-16	1.15E-06
OG0000033	Hmed	1	-22	5.74E-10
OG0000033	Cuni	24	-2	0.632239
OG0000033	Cgig	17	-6	0.137004
OG0000033	Hman	14	-9	0.0539152
OG0000033	Gaeg	40	-4	0.478721
OG0000033	Bgla	22	-4	0.319732
OG0000033	Gmag	51	7	0.171524
OG0000033	Mcal	34	9	0.0321749
OG0000033	76	23	-2	0.195466
OG0000033	Ppel	43	10	0.0296227
OG0000033	75	25	-2	0.377272
OG0000033	72	30	0	0.850662
OG0000033	73	27	-3	0.147099
OG0000033	Mmer	30	4	0.28382
OG0000033	Dpol	18	-8	0.0393064
OG0000033	Obim	5	-8	0.00154827
OG0000033	Aful	23	-3	0.456468
OG0000033	Spha	2	-11	5.28E-06
OG0000033	Mcor	17	-10	0.0110585
OG0000033	83	26	-1	0.736093
OG0000033	Acal	20	-6	0.135085
OG0000033	84	26	0	0.83269
OG0000033	74	26	-1	0.724751
OG0000033	78	33	1	0.603461
OG0000033	Hhan	91	56	2.64E-16
OG0000033	79	32	0	0.813859
OG0000033	80	44	12	0.000144252
OG0000033	Hrub	75	31	6.30E-07
OG0000033	87	26	0	0.822692
OG0000033	82	27	-5	0.0334224
OG0000033	Echl	37	11	0.00794179
OG0000033	85	26	0	0.81708
OG0000033	86	26	0	0.892608
OG0000033	Oida	28	2	0.538479
OG0000034	Aste	0	-1	0.364156
OG0000034	Dcar	1	0	0.760841
OG0000034	54	10	0	0.828813
OG0000034	50	0	-1	0.0849963
OG0000034	46	5	-3	0.0397993
OG0000034	Bcal	5	0	0.885705
OG0000034	77	34	-2	0.420373
OG0000034	Rsoc	0	0	0.5
OG0000034	51	0	0	0.5
OG0000034	Rsor	0	0	0.5
OG0000034	Rota	0	0	0.5
OG0000034	47	1	-4	0.0218404
OG0000034	48	1	0	0.523592
OG0000034	69	34	14	1.39E-08
OG0000034	53	10	-1	0.678269
OG0000034	Mlig	11	1	0.610591
OG0000034	Aric	0	-1	0.364156
OG0000034	52	11	3	0.00199314
OG0000034	Mvul	27	6	0.0985129
OG0000034	70	34	0	0.827484
OG0000034	Myes	34	-9	0.0990471
OG0000034	Lluy	9	-4	0.175734
OG0000034	71	30	-4	0.189327
OG0000034	Paus	27	2	0.595947
OG0000034	Eand	24	3	0.345945
OG0000034	Lana	81	56	1.10E-18
OG0000034	Pesc	50	30	2.60E-09
OG0000034	58	20	1	0.185035
OG0000034	59	20	0	0.764327
OG0000034	Llon	13	-7	0.0593754
OG0000034	Ctel	51	31	6.22E-10
OG0000034	65	19	-1	0.608891
OG0000034	60	20	0	0.843755
OG0000034	Smed	11	1	0.603245
OG0000034	Pcro	6	-4	0.125884
OG0000034	55	19	8	1.04E-07
OG0000034	56	21	2	0.0818417
OG0000034	Bner	9	-12	0.000642804
OG0000034	61	19	-1	0.423287
OG0000034	57	25	4	0.00627251
OG0000034	Dgyr	5	-14	1.30E-05
OG0000034	64	20	1	0.302576
OG0000034	62	19	0	0.792166
OG0000034	63	13	-6	0.00662955
OG0000034	Lgig	20	-13	0.00239874
OG0000034	67	12	-7	0.00108544
OG0000034	Pech	6	-7	0.00662002
OG0000034	Hrob	7	-5	0.043046
OG0000034	66	21	2	0.208114
OG0000034	68	9	-3	0.147992
OG0000034	Hmed	4	-5	0.109606
OG0000034	Cuni	8	-1	0.721302
OG0000034	Cgig	58	15	0.00753329
OG0000034	Hman	5	-4	0.203914
OG0000034	Gaeg	43	7	0.130738
OG0000034	Bgla	13	1	0.620416
OG0000034	Gmag	40	4	0.37427
OG0000034	Mcal	42	-1	0.887966
OG0000034	76	43	0	0.881952
